src,dst,edge_type,start,end,predicted_probability
4354,28905,8,1498801565,1498976344,0.40512353
4620,47139,198,1494592185,1494836494,0.35141698
4620,1355,234,1498349262,1498568791,0.08534169
4620,60642,14,1494735882,1494935287,0.41813618
4865,16101,65,1494595780,1494789451,0.40003365
5061,14294,33,1496060322,1496181767,0.42598486
5061,63492,237,1494648520,1494780605,0.42081478
5061,28905,71,1496562572,1496699143,0.4093185
5061,28905,147,1498431143,1498571927,0.4093185
5061,61427,237,1495687739,1495830808,0.4103
5061,29834,151,1494608469,1494781050,0.35299546
5061,60642,33,1498227087,1498440480,0.41712114
5081,24861,36,1494615802,1494826077,0.4778943
5081,28905,112,1496437585,1496592913,0.4685625
5340,69203,178,1494658420,1494761638,0.38819724
5502,2032,198,1498151848,1498359669,0.42339593
5502,3784,198,1495395761,1495516477,0.41679236
5502,27955,237,1496275354,1496441400,0.38134003
5502,28905,33,1494654465,1494789854,0.38985804
5502,28905,243,1496530702,1496772753,0.38985804
5502,45826,237,1494662407,1494811207,0.38710147
5592,7469,242,1498526933,1498672828,0.42250115
5592,66652,20,1494594468,1494772207,0.4371101
5592,28905,214,1494625734,1494826205,0.43175083
5929,28567,242,1494584318,1494757069,0.43412367
5980,23510,237,1498328823,1498529039,0.44224012
6184,28905,237,1494583190,1494833265,0.40002772
6184,28905,238,1494587557,1494818053,0.40002772
6262,36463,204,1494592778,1494790452,0.55990803
6262,64560,204,1494640833,1494783770,0.46597382
6366,1280,8,1494633383,1494772104,0.4462884
6486,8540,108,1494645865,1494813891,0.4373589
6486,28905,178,1495667866,1495893945,0.42774448
6486,33808,74,1494593795,1494771769,0.4284254
6486,33808,158,1494657224,1494790211,0.4284254
6685,28905,11,1494663556,1494832051,0.43518344
6746,67443,220,1494625808,1494827449,0.38449073
6746,56887,78,1494648247,1494823992,0.4389
6875,28905,33,1496522077,1496723463,0.41758353
6875,7230,64,1494628166,1494801781,0.3840919
6875,66652,151,1494589209,1494816435,0.42289782
7088,11587,69,1494622451,1494776480,0.5240409
7088,28905,69,1494637157,1494813697,0.53495985
7133,26464,74,1494607785,1494827018,0.4907205
7133,28905,65,1494648620,1494778840,0.48809615
7465,45285,20,1494579656,1494754754,0.40157124
7466,28905,69,1494963538,1495120610,0.4421061
7466,23185,198,1494639228,1494813840,0.43520564
7532,45285,198,1494613172,1494769069,0.4314644
7532,59188,198,1494641254,1494772316,0.455546
7630,7466,74,1498394993,1498526228,0.42849112
7685,30706,65,1498399833,1498509053,0.48418346
7812,28905,151,1494581741,1494787771,0.4231415
8321,28905,74,1494865639,1495038940,0.42142797
8540,28905,204,1494604588,1494769217,0.4168573
8540,29952,74,1494595083,1494836370,0.41634703
8540,9346,238,1498529065,1498764274,0.19426818
8540,61213,164,1494597819,1494756766,0.44459766
9346,2829,69,1495789683,1495905001,0.24752137
9346,20094,69,1494659557,1494765773,0.32386214
9346,25442,34,1497256655,1497393896,0.40879717
9346,28905,34,1494639291,1494834890,0.37566236
9346,28905,99,1496044116,1496248438,0.37566236
9346,28905,142,1494608839,1494788340,0.37566236
9346,53574,144,1494597919,1494782589,0.38950577
9346,45285,34,1497773834,1497923667,0.37219214
9346,51207,69,1498355801,1498502012,0.28123856
9571,3524,33,1494609104,1494798658,0.43120363
9571,23185,64,1494627963,1494765723,0.4006544
9571,68924,74,1497536323,1497716730,0.50044006
9571,60642,33,1495912286,1496082646,0.415194
9571,68927,33,1494642952,1494757031,0.36008513
9683,28905,220,1495667988,1495798576,0.41043156
9683,23185,35,1494583258,1494776086,0.4036678
9683,60168,151,1494605627,1494777884,0.40470755
9683,64055,151,1494602859,1494815270,0.36933166
9683,64950,220,1495482577,1495676959,0.42287678
9892,27495,33,1498435660,1498676169,0.45360348
9892,21066,33,1494631825,1494806851,0.3023996
9892,28905,90,1496848308,1496970157,0.41825712
9892,28905,93,1495289527,1495454098,0.41825712
9892,42150,104,1498334679,1498428875,0.41098168
9892,36228,147,1497291475,1497484014,0.42959654
9892,28905,164,1494611113,1494812853,0.41825712
9892,32403,237,1494655621,1494774999,0.50594985
9892,30931,20,1494655569,1494790931,0.41687587
9892,45285,147,1496293966,1496413894,0.4146548
9892,60238,139,1496421053,1496617061,0.40747887
9892,38113,139,1495110759,1495252491,0.4305137
9892,39865,238,1494591031,1494808317,0.4468389
9892,41292,8,1494614587,1494782139,0.23304962
9892,11587,8,1494625089,1494778729,0.40763223
9892,9892,139,1495603958,1495791756,0.43114674
9892,48775,238,1494589742,1494781561,0.41376227
9892,52584,8,1497406491,1497632725,0.4196245
9892,19195,151,1494583631,1494768986,0.32428485
9892,45285,238,1497450249,1497598831,0.4146548
9892,58816,116,1494656185,1494812431,0.51859164
9892,59296,65,1494950982,1495115670,0.4234717
9892,50107,74,1494652236,1494752666,0.41111463
9892,61598,20,1494588330,1494768271,0.4471416
9892,61598,147,1494580466,1494829070,0.4471416
9892,64560,131,1494654848,1494807657,0.4377414
10100,3990,8,1497158402,1497351804,0.4728824
10100,28338,166,1495990490,1496198727,0.41852504
10100,39520,65,1496599818,1496763826,0.4224637
10108,60642,90,1494611392,1494777603,0.49212688
10151,28905,71,1494596280,1494757495,0.424225
10151,28905,204,1494617991,1494778823,0.424225
10151,48382,8,1494655363,1494825298,0.43654183
10151,48382,198,1494587963,1494813102,0.43654183
10270,14294,237,1494649938,1494824083,0.4514669
10456,28905,71,1497196496,1497420131,0.4217697
10456,28905,74,1494586097,1494794789,0.4217697
10456,28905,90,1495226750,1495359924,0.4217697
10649,28505,151,1494657789,1494815664,0.4580001
10649,28905,149,1494652367,1494757956,0.43168357
10649,42589,151,1494598422,1494810212,0.47255844
10704,64560,8,1496207051,1496447919,0.44581687
10704,28905,99,1494590263,1494827318,0.4262456
10704,28905,151,1494649779,1494778494,0.4262456
10704,66282,242,1494654163,1494797948,0.3796536
10982,34885,147,1494615975,1494756852,0.2904503
11046,60442,139,1498560924,1498726399,0.27973828
11046,61419,8,1496302771,1496541918,0.4410659
11112,21685,74,1494586027,1494781884,0.44461197
11513,3337,158,1494611990,1494794944,0.5262317
11587,27718,139,1494633841,1494762572,0.42151433
11587,28905,69,1494613454,1494756088,0.4147333
11587,30522,74,1494651590,1494778866,0.38911217
11587,28905,116,1494621049,1494764981,0.4147333
11587,45285,8,1496287193,1496443220,0.41113988
11587,45285,116,1494621652,1494830843,0.41113988
11587,52584,93,1494649676,1494831318,0.41609746
11660,28905,220,1496025956,1496243726,0.44233638
11662,66270,167,1494616721,1494797851,0.43774733
11662,66270,198,1497097965,1497307209,0.43774733
11754,26529,69,1495394639,1495570203,0.65237445
11754,19281,151,1498466333,1498630734,0.43083325
11754,41944,151,1494592014,1494806094,0.3249336
11754,55938,151,1497408056,1497586549,0.45184922
11754,49214,108,1494600671,1494781972,0.6268474
11793,28905,144,1494612302,1494809656,0.4139381
11861,45285,15,1494588892,1494828486,0.42642185
11861,17455,46,1494613500,1494808847,0.462972
11861,28905,234,1494649487,1494784534,0.4300513
11861,55504,238,1494594938,1494813926,0.40749344
11861,12313,65,1496627220,1496786317,0.48392782
11861,2954,164,1494615262,1494798394,0.46441492
12313,12323,198,1494613868,1494785039,0.48978916
12313,45285,198,1494605090,1494832712,0.46542674
12323,52821,65,1494657295,1494755313,0.4234779
12323,52821,242,1494650875,1494826696,0.4234779
12565,62334,74,1494607188,1494778263,0.38414028
12713,3524,74,1494616478,1494783486,0.4458779
12713,5061,74,1494632126,1494832449,0.41572386
12713,12713,237,1494620967,1494785253,0.43059373
12713,23185,147,1494587813,1494771674,0.41504768
12713,28905,17,1494602216,1494816418,0.42186728
12713,28905,147,1494627769,1494766417,0.42186728
12713,30055,14,1494636750,1494796097,0.3991888
12713,56226,71,1496903698,1497079113,0.419248
12713,29828,178,1495684087,1495873092,0.43006656
12713,28905,198,1494825388,1494982241,0.42186728
12713,60642,85,1494580787,1494811502,0.4297351
12748,49081,243,1497788590,1497961378,0.4470367
12748,33808,243,1494987376,1495195757,0.43496355
12748,39520,243,1494606407,1494825620,0.4347273
12748,45285,243,1497302732,1497536576,0.43064198
12748,28905,243,1495680991,1495852514,0.4342802
12752,21657,198,1496337155,1496554885,0.45186228
12885,49214,71,1494603135,1494773618,0.626752
12929,29821,8,1494646681,1494822648,0.4748181
12985,28905,33,1494783815,1494902612,0.42252514
12985,46674,33,1495084572,1495261833,0.42608196
13254,12752,111,1494621126,1494834120,0.46941292
13254,45826,151,1494633699,1494767708,0.43449998
13254,47225,71,1494585416,1494822116,0.43092793
13436,28905,69,1494591806,1494833035,0.43300414
13436,28905,198,1494594037,1494758796,0.43300414
13465,8540,108,1494647283,1494794273,0.4362041
13465,8540,178,1495669122,1495880435,0.4362041
13465,45285,74,1498282142,1498446621,0.42297396
13687,28905,20,1495666607,1495880401,0.4068734
13804,29435,74,1494594767,1494813006,0.3972906
13804,46412,74,1496084448,1496245604,0.4091315
13984,55049,74,1494641998,1494828387,0.1477845
13984,45285,116,1496929323,1497127862,0.4213781
13984,28905,74,1497825208,1498000609,0.4249964
13984,60926,198,1496415668,1496588060,0.42787927
14294,29828,114,1496464043,1496625848,0.42993605
14294,28905,20,1495063309,1495283529,0.42173743
14294,28905,33,1498340109,1498451091,0.42173743
14294,28905,242,1496487644,1496689002,0.42173743
14294,28905,114,1496685429,1496919625,0.42173743
14294,41346,74,1494654945,1494752846,0.4378947
14294,56226,242,1494658816,1494834011,0.4191184
14523,42806,71,1494629267,1494795032,0.23065676
14676,28905,20,1494586784,1494814363,0.43429762
14676,45525,74,1495679982,1495913979,0.41990098
14676,45285,74,1494624393,1494826517,0.4306594
14704,11660,69,1494618307,1494753431,0.4419633
14859,11861,158,1495380562,1495534718,0.47424647
14946,24137,20,1494585474,1494802214,0.30402213
14946,37480,234,1496717912,1496911851,0.4476107
14993,28905,74,1494645323,1494783926,0.49613687
15126,68710,111,1494587533,1494783177,0.432205
15126,68710,242,1494648544,1494825620,0.432205
15800,28905,237,1494659622,1494798044,0.41799176
16526,28905,69,1498447809,1498646400,0.39535695
16660,15596,176,1494620875,1494809265,0.49842793
16660,4620,198,1494592623,1494776423,0.46671477
16833,26464,147,1494625891,1494767012,0.4373754
16987,28905,74,1494637985,1494806902,0.49453074
17010,28601,139,1496460526,1496606819,0.47740927
17010,45285,8,1494612983,1494804181,0.41837075
17212,28905,33,1494641387,1494810552,0.42410484
17212,28905,197,1494585864,1494805240,0.42410484
17349,22737,178,1494650739,1494830363,0.44361246
17349,22737,237,1498323818,1498549623,0.44361246
17371,61807,85,1494599170,1494780900,0.4251858
17371,69474,198,1494664663,1494785557,0.43647173
17455,3824,65,1494660312,1494784290,0.46340176
17455,1584,198,1496932804,1497113056,0.42694053
17455,20686,65,1494640144,1494828945,0.45812893
17455,49194,33,1494654075,1494813725,0.45019564
17455,52821,150,1494591341,1494803666,0.43392667
17455,61741,33,1497235407,1497461146,0.46981075
17455,61741,93,1494603928,1494762787,0.46981075
17651,28905,29,1495729142,1495917660,0.48349237
17884,9048,74,1498312870,1498494398,0.42066973
17992,30108,209,1494648246,1494823729,0.4746138
18241,45285,74,1498728887,1498971323,0.4188357
18337,55656,29,1496130528,1496295031,0.4072972
18397,51720,33,1497684637,1497826171,0.41709608
18397,20686,71,1496152353,1496292027,0.50659585
18397,28905,116,1494624960,1494789172,0.48468813
18397,9683,33,1494893931,1495027343,0.4565608
18656,67443,143,1494581691,1494793950,0.41488886
18688,28905,8,1496851376,1497043797,0.42870206
18802,67469,8,1494599059,1494807174,0.5535878
18802,1296,71,1494614554,1494761601,0.50362957
18933,28905,8,1498215082,1498360012,0.37829915
18933,28905,71,1494622713,1494777982,0.37829915
18933,28905,115,1494650067,1494767273,0.37829915
18933,45915,237,1496998899,1497139089,0.3874046
18933,45285,20,1496031895,1496191934,0.37481925
18933,61907,101,1494634091,1494777448,0.37169674
18938,3944,220,1494617243,1494774098,0.4635838
18938,6486,74,1494617207,1494785238,0.43953162
18938,19281,220,1496442079,1496597944,0.43091887
18938,28905,11,1497153884,1497371964,0.42923227
18938,28905,31,1494584887,1494801109,0.42923227
18938,62568,220,1494600695,1494801058,0.45951664
18938,30931,236,1498385460,1498604370,0.42784142
18938,35093,69,1494658731,1494815988,0.46136102
18938,36958,220,1494635128,1494774638,0.47524822
18938,22840,74,1494605739,1494817325,0.3544941
18938,57185,198,1494626827,1494759354,0.440471
18972,20914,69,1494618820,1494755602,0.5807234
18972,28905,78,1494610411,1494824481,0.41202694
18972,62299,78,1496842940,1497023376,0.4339624
19121,28905,90,1494631100,1494820856,0.3783199
19259,28905,234,1494614364,1494784579,0.39656886
19278,3633,237,1494648682,1494789405,0.445622
19281,64051,8,1494623601,1494837951,0.46676192
19281,26210,197,1494612356,1494826570,0.4659755
19281,45285,220,1494635711,1494838618,0.42795667
19362,60642,237,1494665881,1494799175,0.438607
19362,54841,237,1494654465,1494786491,0.46960354
19434,28905,242,1494584369,1494770990,0.5973502
19434,64950,242,1494636422,1494767596,0.6096028
19681,64950,35,1495916124,1496086857,0.5434191
19804,5061,74,1494662938,1494774307,0.40897152
19804,28905,20,1494596370,1494830054,0.41508603
19804,41302,151,1494632002,1494790805,0.39496583
19804,49411,151,1495266701,1495396150,0.44978374
19975,24252,78,1494620886,1494755617,0.42035168
20137,53096,8,1494647202,1494806353,0.38226157
20190,3633,237,1494609766,1494824681,0.3481928
20258,6685,20,1494622097,1494770776,0.5213958
20433,14669,69,1494609097,1494774235,0.44584444
20686,18332,116,1494601921,1494808531,0.46495998
20686,49411,34,1494598216,1494777106,0.46555054
20686,28905,90,1494615285,1494828997,0.43058842
20686,28905,93,1494637184,1494762694,0.43058842
20686,25205,164,1494736114,1494981349,0.41743594
20686,33634,64,1494607104,1494815846,0.4579319
20686,36463,198,1496506827,1496668852,0.54419726
20686,28905,34,1494632275,1494791811,0.43058842
20686,45285,90,1494662253,1494833434,0.42695785
20816,106,242,1497600315,1497737441,0.4212529
20816,28905,242,1494663141,1494759413,0.40183032
20816,11112,74,1498072623,1498259595,0.4448753
20816,61356,8,1496365075,1496523551,0.3884661
20816,45285,20,1496030823,1496223217,0.39827263
20816,39520,29,1494619393,1494787039,0.40226787
20816,28905,48,1494617853,1494787682,0.40183032
20816,38734,65,1496977324,1497130134,0.45397598
20816,28905,171,1495029379,1495199230,0.40183032
20816,24264,209,1494600278,1494812558,0.4455653
20816,28905,213,1494589709,1494807033,0.40183032
20816,3648,237,1494616191,1494768470,0.41683063
20816,33004,176,1496625573,1496740075,0.4100019
20816,42148,33,1498221527,1498445124,0.4061564
20816,43686,242,1494636558,1494778440,0.43566266
20816,11750,8,1494652629,1494781649,0.43991593
20816,45826,14,1494795683,1494987241,0.39904442
20816,45826,65,1495764217,1495901511,0.39904442
20816,28905,20,1498304177,1498415131,0.40183032
20816,56993,238,1494607744,1494822755,0.3875772
20816,49214,74,1495330886,1495469502,0.60017735
20816,65881,33,1498487814,1498666424,0.42248872
20816,69788,85,1494655980,1494766652,0.4270241
20842,64595,8,1494657489,1494795524,0.76325226
21066,28905,64,1494590988,1494812867,0.37210009
21145,45285,8,1494595467,1494833065,0.38833976
21233,45285,237,1497951146,1498201363,0.53109586
21329,23185,17,1494656472,1494753670,0.42529738
21329,25365,17,1498898596,1499021233,0.28920773
21329,55504,8,1494712905,1494874451,0.409572
21401,28905,237,1497474444,1497611482,0.41796285
21483,64044,74,1494604806,1494770112,0.49057218
21713,28905,74,1494594385,1494778028,0.42236695
21713,55938,8,1494647582,1494777611,0.44499028
21903,28905,31,1494610079,1494786563,0.42766178
21964,64560,151,1496923926,1497054004,0.50082767
22181,48607,33,1497185131,1497348813,0.8066236
22269,69203,151,1494660731,1494830883,0.5336146
22417,45505,197,1494620533,1494759457,0.4663146
22503,28905,20,1494649302,1494794178,0.50174844
22503,9048,151,1498076990,1498244112,0.5121558
22575,45342,65,1494649136,1494759612,0.40761003
22575,2032,74,1494656256,1494835203,0.47371626
22575,3784,65,1494608488,1494799772,0.4669635
22575,3784,74,1497527175,1497722870,0.4669635
22575,8321,167,1494608943,1494764531,0.44501436
22575,45915,147,1494617724,1494791585,0.44874215
22575,28905,33,1494660304,1494792702,0.4392287
22575,59950,147,1498535776,1498754344,0.47679842
22647,13465,209,1494664674,1494811785,0.40577337
22647,28905,242,1495377925,1495488296,0.37962717
22647,28905,242,1494606460,1494838114,0.37962717
22647,66869,209,1494596724,1494769113,0.39559284
22647,44583,242,1496839167,1496988937,0.38939893
22712,39520,159,1494630736,1494758634,0.39417854
22712,45285,159,1498137805,1498285639,0.39021125
22737,19362,237,1494605219,1494800956,0.44496065
22737,28905,65,1495069332,1495311411,0.4128894
22737,11334,69,1494657373,1494771988,0.43985555
22737,28905,167,1494603554,1494769556,0.4128894
22737,60642,85,1494604054,1494808162,0.42071164
22762,28905,8,1496863734,1497064495,0.6215153
22925,28905,74,1496860052,1497082577,0.40447393
23157,28905,176,1496927776,1497132673,0.43284827
23157,49022,198,1497623316,1497737561,0.45170313
23185,106,74,1494650554,1494793700,0.43443617
23185,3005,35,1494609814,1494826834,0.42133412
23185,3524,237,1494632241,1494791412,0.43875566
23185,5061,71,1494650828,1494835337,0.40872797
23185,7465,237,1494616084,1494828734,0.39964068
23185,52874,69,1498263126,1498482379,0.32969958
23185,9571,65,1494639050,1494789309,0.3700988
23185,12713,20,1494658740,1494773684,0.42352897
23185,12713,85,1494595736,1494759405,0.42352897
23185,12860,198,1494586983,1494772538,0.4445347
23185,16660,33,1497210767,1497386498,0.3735006
23185,11587,78,1497180721,1497369840,0.40424296
23185,21329,20,1497154228,1497346212,0.44951916
23185,31855,151,1494611006,1494814261,0.4433786
23185,49433,178,1494598914,1494817150,0.41404942
23185,66307,8,1494661230,1494790320,0.4866689
23185,1280,20,1494619707,1494820077,0.42434207
23185,28905,33,1495920985,1496057880,0.4148414
23185,28905,69,1494662634,1494815352,0.4148414
23185,2880,111,1497646069,1497817588,0.4181277
23185,61907,151,1494633562,1494806187,0.4080198
23185,28905,209,1496325326,1496508089,0.4148414
23185,28905,238,1496778938,1496986170,0.4148414
23185,30931,74,1494601896,1494764313,0.4134634
23185,22079,158,1497049114,1497200405,0.45411882
23185,12985,234,1497653795,1497881473,0.42855984
23185,59799,74,1494612024,1494812571,0.4397102
23185,1948,20,1495425126,1495569636,0.4107442
23185,41707,238,1494605661,1494822040,0.42369813
23185,45285,137,1495888976,1496063953,0.41124773
23185,49214,8,1495653122,1495896800,0.6130289
23185,22737,33,1496780675,1496942591,0.4203749
23185,49214,115,1496941970,1497147561,0.6130289
23185,52977,137,1494584026,1494820963,0.51439196
23185,55504,33,1494638647,1494771390,0.39253196
23185,58816,71,1494652076,1494786095,0.51508206
23185,28905,74,1496304324,1496414989,0.4148414
23185,57714,85,1495327765,1495450073,0.43239927
23185,61907,101,1494632523,1494780874,0.4080198
23185,62299,85,1494662965,1494753513,0.43681538
23185,63492,243,1495775540,1495952214,0.42638084
23185,63583,176,1494663961,1494815106,0.42517555
23185,65765,139,1494586148,1494791467,0.4416336
23185,52262,29,1495917778,1496076034,0.37077248
23185,28905,85,1494610188,1494778077,0.4148414
23185,66985,33,1496543552,1496747666,0.4291777
23185,69362,8,1497819767,1497981960,0.44894704
23185,69429,64,1494628876,1494838547,0.42934632
23283,28905,29,1497093989,1497279780,0.42823517
23283,28905,8,1494656334,1494822011,0.42823517
23466,52584,20,1494658146,1494794066,0.41520017
23567,24861,14,1494934546,1495098431,0.43986425
24122,6486,149,1494589256,1494823692,0.44192445
24201,51433,69,1494645355,1494833641,0.160177
24252,2245,11,1494594190,1494807825,0.49078977
24252,106,178,1494832578,1494996132,0.4749463
24252,24264,198,1494654069,1494774759,0.49968204
24252,61259,198,1497533057,1497744367,0.4379687
24264,45285,90,1496177964,1496369181,0.44511506
24426,28905,59,1494652164,1494786018,0.42380697
24586,15239,74,1497000340,1497230268,0.42866924
24586,48775,108,1495484700,1495675436,0.4204482
24586,28905,111,1494614861,1494792923,0.4249631
24586,28905,209,1494664294,1494796422,0.4249631
24586,38535,29,1494613508,1494755381,0.436951
24586,16642,108,1494614494,1494756074,0.45924783
24586,45285,198,1496033679,1496205531,0.42134488
24586,45915,198,1494631321,1494761741,0.43440688
24623,50759,198,1494603751,1494769629,0.41415653
24782,3784,20,1494647315,1494761704,0.44744578
24816,44712,78,1498027635,1498128966,0.40920058
24861,3633,69,1494615269,1494788529,0.42685407
24861,18980,66,1494590979,1494802186,0.4192909
24861,38568,69,1497146127,1497314957,0.28420734
24861,44667,198,1494580962,1494825770,0.42061183
24861,3633,74,1497069922,1497220233,0.42685407
24861,56711,176,1494607721,1494826143,0.4005998
24861,62013,69,1494607272,1494790160,0.45285362
24940,61807,8,1494660940,1494758980,0.3983334
24940,41378,151,1494607541,1494800085,0.38939145
24940,29828,242,1494595942,1494764925,0.39455605
25104,28905,96,1494657621,1494811478,0.43161222
25201,28567,242,1494642691,1494819977,0.36450744
25205,3735,234,1498750307,1498972147,0.42945015
25205,28905,20,1494647070,1494777915,0.42396054
25205,28905,29,1494616645,1494769027,0.42396054
25205,20686,159,1496543651,1496781774,0.44549638
25205,28905,198,1494633525,1494783461,0.42396054
25205,37101,29,1494602266,1494834264,0.5144403
25353,9405,85,1494651846,1494815832,0.46424767
25353,69810,69,1494643682,1494825200,0.4462878
25365,7088,99,1494636248,1494811637,0.35409683
25365,7088,142,1494639802,1494814390,0.35409683
25365,42150,99,1494593684,1494779924,0.45338255
25420,5202,178,1494584637,1494778724,0.5095783
25472,45915,20,1494641541,1494758101,0.44240186
25624,11587,116,1496194701,1496308033,0.40170878
25624,28905,20,1494605351,1494805434,0.4122867
25624,28905,74,1494614511,1494776021,0.4122867
25624,28905,209,1498318090,1498453195,0.4122867
25624,24252,17,1496242807,1496402203,0.48075294
25624,60642,71,1494613596,1494833620,0.42010581
25624,20433,78,1497990067,1498185880,0.4332315
25624,62299,71,1496966116,1497135912,0.43422583
25690,19,99,1494658307,1494755864,0.47421542
25925,42800,237,1494647053,1494835743,0.46599868
25970,5081,120,1494594047,1494790135,0.480815
25970,9346,243,1496218841,1496387618,0.19131364
25970,45285,74,1495762184,1495955504,0.40866262
25970,60747,243,1497401756,1497601906,0.43592325
25970,44712,74,1496989718,1497110194,0.42711335
25970,28905,178,1494605095,1494796351,0.4122495
26046,17455,176,1494612661,1494766283,0.48568198
26046,28905,20,1496864938,1496994088,0.45250723
26046,45285,20,1494581023,1494760236,0.44883752
26117,59967,35,1497264847,1497445902,0.4273486
26275,28905,167,1497309070,1497450258,0.43146616
26403,8540,209,1494659527,1494774668,0.46397436
26464,28905,149,1498333636,1498524639,0.4125594
26464,25970,171,1494581778,1494812242,0.40920916
26464,28905,216,1494663844,1494799480,0.4125594
26464,28905,243,1495566628,1495811841,0.4125594
26464,35393,69,1494652221,1494824167,0.43558973
26464,45285,8,1495101382,1495267811,0.4089717
26464,45285,65,1496872653,1497037571,0.4089717
26464,45285,151,1498293299,1498477289,0.4089717
26464,55938,8,1494653855,1494804384,0.43505317
