src,dst,edge_type,start,end,predicted_probability
11046,60442,139,1498560924,1498726399,0.49730292
11046,61419,8,1496302771,1496541918,0.51089334
11112,21685,74,1494586027,1494781884,0.5062261
11513,3337,158,1494611990,1494794944,0.5071987
11587,27718,139,1494633841,1494762572,0.43476102
11587,28905,69,1494613454,1494756088,0.42730764
11587,30522,74,1494651590,1494778866,0.43585706
11587,28905,116,1494621049,1494764981,0.42730764
11587,45285,8,1496287193,1496443220,0.4055058
11587,45285,116,1494621652,1494830843,0.4055058
11587,52584,93,1494649676,1494831318,0.45983016
11660,28905,220,1496025956,1496243726,0.4570483
11662,66270,167,1494616721,1494797851,0.4910088
11662,66270,198,1497097965,1497307209,0.4910088
11754,26529,69,1495394639,1495570203,0.4056175
11754,19281,151,1498466333,1498630734,0.46167684
11754,41944,151,1494592014,1494806094,0.46677503
11754,55938,151,1497408056,1497586549,0.46220547
11754,49214,108,1494600671,1494781972,0.42619994
11793,28905,144,1494612302,1494809656,0.4497533
11861,45285,15,1494588892,1494828486,0.41730967
11861,17455,46,1494613500,1494808847,0.47754222
11861,28905,234,1494649487,1494784534,0.4392772
11861,55504,238,1494594938,1494813926,0.32989565
11861,12313,65,1496627220,1496786317,0.47284558
11861,2954,164,1494615262,1494798394,0.4769165
12313,12323,198,1494613868,1494785039,0.46157607
12313,45285,198,1494605090,1494832712,0.4387483
12323,52821,65,1494657295,1494755313,0.45996416
12323,52821,242,1494650875,1494826696,0.45996416
12565,62334,74,1494607188,1494778263,0.50230765
12713,3524,74,1494616478,1494783486,0.5163397
12713,5061,74,1494632126,1494832449,0.5242903
12713,12713,237,1494620967,1494785253,0.5051792
12713,23185,147,1494587813,1494771674,0.4885866
12713,28905,17,1494602216,1494816418,0.46983242
12713,28905,147,1494627769,1494766417,0.46983242
12713,30055,14,1494636750,1494796097,0.50626224
12713,56226,71,1496903698,1497079113,0.49347088
12713,29828,178,1495684087,1495873092,0.48881882
12713,28905,198,1494825388,1494982241,0.46983242
12713,60642,85,1494580787,1494811502,0.47136265
12748,49081,243,1497788590,1497961378,0.4762809
12748,33808,243,1494987376,1495195757,0.49381563
12748,39520,243,1494606407,1494825620,0.44510192
12748,45285,243,1497302732,1497536576,0.44635946
12748,28905,243,1495680991,1495852514,0.46862632
12752,21657,198,1496337155,1496554885,0.48606867
12885,49214,71,1494603135,1494773618,0.4457742
12929,29821,8,1494646681,1494822648,0.51333207
12985,28905,33,1494783815,1494902612,0.44686458
12985,46674,33,1495084572,1495261833,0.48294935
13254,12752,111,1494621126,1494834120,0.48143774
13254,45826,151,1494633699,1494767708,0.4739903
13254,47225,71,1494585416,1494822116,0.4609729
13436,28905,69,1494591806,1494833035,0.47097397
13436,28905,198,1494594037,1494758796,0.47097397
13465,8540,108,1494647283,1494794273,0.47089246
13465,8540,178,1495669122,1495880435,0.47089246
13465,45285,74,1498282142,1498446621,0.4309184
13687,28905,20,1495666607,1495880401,0.4467317
13804,29435,74,1494594767,1494813006,0.48639566
13804,46412,74,1496084448,1496245604,0.48172745
13984,55049,74,1494641998,1494828387,0.52311605
13984,45285,116,1496929323,1497127862,0.43387347
13984,28905,74,1497825208,1498000609,0.4560306
13984,60926,198,1496415668,1496588060,0.49291494
14294,29828,114,1496464043,1496625848,0.380218
14294,28905,20,1495063309,1495283529,0.36245877
14294,28905,33,1498340109,1498451091,0.36245877
14294,28905,242,1496487644,1496689002,0.36245877
14294,28905,114,1496685429,1496919625,0.36245877
14294,41346,74,1494654945,1494752846,0.37166253
14294,56226,242,1494658816,1494834011,0.38461414
14523,42806,71,1494629267,1494795032,0.4961138
14676,28905,20,1494586784,1494814363,0.46594244
14676,45525,74,1495679982,1495913979,0.503396
14676,45285,74,1494624393,1494826517,0.44369662
14704,11660,69,1494618307,1494753431,0.47101513
14859,11861,158,1495380562,1495534718,0.47113937
14946,24137,20,1494585474,1494802214,0.4833229
14946,37480,234,1496717912,1496911851,0.48919123
14993,28905,74,1494645323,1494783926,0.46817395
15126,68710,111,1494587533,1494783177,0.43816182
15126,68710,242,1494648544,1494825620,0.43816182
15800,28905,237,1494659622,1494798044,0.48407918
16526,28905,69,1498447809,1498646400,0.42396435
16660,15596,176,1494620875,1494809265,0.4939382
16660,4620,198,1494592623,1494776423,0.4939971
16833,26464,147,1494625891,1494767012,0.47086343
16987,28905,74,1494637985,1494806902,0.4710444
17010,28601,139,1496460526,1496606819,0.52635217
17010,45285,8,1494612983,1494804181,0.45551503
17212,28905,33,1494641387,1494810552,0.43545625
17212,28905,197,1494585864,1494805240,0.43545625
17349,22737,178,1494650739,1494830363,0.49918926
17349,22737,237,1498323818,1498549623,0.49918926
17371,61807,85,1494599170,1494780900,0.4742678
17371,69474,198,1494664663,1494785557,0.47770736
17455,3824,65,1494660312,1494784290,0.47745454
17455,1584,198,1496932804,1497113056,0.4705441
17455,20686,65,1494640144,1494828945,0.46098244
17455,49194,33,1494654075,1494813725,0.47826067
17455,52821,150,1494591341,1494803666,0.4706674
17455,61741,33,1497235407,1497461146,0.4746115
17455,61741,93,1494603928,1494762787,0.4746115
17651,28905,29,1495729142,1495917660,0.4636256
17884,9048,74,1498312870,1498494398,0.488988
17992,30108,209,1494648246,1494823729,0.48700655
18241,45285,74,1498728887,1498971323,0.27698302
18337,55656,29,1496130528,1496295031,0.5190848
18397,51720,33,1497684637,1497826171,0.4719822
18397,20686,71,1496152353,1496292027,0.47466218
18397,28905,116,1494624960,1494789172,0.45502976
18397,9683,33,1494893931,1495027343,0.45086986
18656,67443,143,1494581691,1494793950,0.46406078
18688,28905,8,1496851376,1497043797,0.46581405
18802,67469,8,1494599059,1494807174,0.49051094
18802,1296,71,1494614554,1494761601,0.49002925
18933,28905,8,1498215082,1498360012,0.44883117
18933,28905,71,1494622713,1494777982,0.44883117
18933,28905,115,1494650067,1494767273,0.44883117
18933,45915,237,1496998899,1497139089,0.43232912
18933,45285,20,1496031895,1496191934,0.4267495
18933,61907,101,1494634091,1494777448,0.43275815
18938,3944,220,1494617243,1494774098,0.39087546
18938,6486,74,1494617207,1494785238,0.390431
18938,19281,220,1496442079,1496597944,0.38585335
18938,28905,11,1497153884,1497371964,0.3559686
18938,28905,31,1494584887,1494801109,0.3559686
18938,62568,220,1494600695,1494801058,0.3883524
18938,30931,236,1498385460,1498604370,0.35851628
18938,35093,69,1494658731,1494815988,0.37819543
18938,36958,220,1494635128,1494774638,0.39212772
18938,22840,74,1494605739,1494817325,0.38445914
18938,57185,198,1494626827,1494759354,0.39635822
18972,20914,69,1494618820,1494755602,0.49300167
18972,28905,78,1494610411,1494824481,0.45839193
18972,62299,78,1496842940,1497023376,0.48358518
19121,28905,90,1494631100,1494820856,0.46965808
19259,28905,234,1494614364,1494784579,0.4692149
19278,3633,237,1494648682,1494789405,0.43083826
19281,64051,8,1494623601,1494837951,0.4947619
19281,26210,197,1494612356,1494826570,0.493739
19281,45285,220,1494635711,1494838618,0.43723032
19362,60642,237,1494665881,1494799175,0.46133563
19362,54841,237,1494654465,1494786491,0.49473092
19434,28905,242,1494584369,1494770990,0.467831
19434,64950,242,1494636422,1494767596,0.44785857
19681,64950,35,1495916124,1496086857,0.45220172
19804,5061,74,1494662938,1494774307,0.49876666
19804,28905,20,1494596370,1494830054,0.44448277
19804,41302,151,1494632002,1494790805,0.47192603
19804,49411,151,1495266701,1495396150,0.46792042
19975,24252,78,1494620886,1494755617,0.46266955
20137,53096,8,1494647202,1494806353,0.47459042
20190,3633,237,1494609766,1494824681,0.43904352
20258,6685,20,1494622097,1494770776,0.50424504
20433,14669,69,1494609097,1494774235,0.48559353
20686,18332,116,1494601921,1494808531,0.46199155
20686,49411,34,1494598216,1494777106,0.45042634
20686,28905,90,1494615285,1494828997,0.4271615
20686,28905,93,1494637184,1494762694,0.4271615
20686,25205,164,1494736114,1494981349,0.43281624
20686,33634,64,1494607104,1494815846,0.47488585
20686,36463,198,1496506827,1496668852,0.43029633
20686,28905,34,1494632275,1494791811,0.4271615
20686,45285,90,1494662253,1494833434,0.40536183
20816,106,242,1497600315,1497737441,0.41487458
20816,28905,242,1494663141,1494759413,0.39507216
20816,11112,74,1498072623,1498259595,0.43207482
20816,61356,8,1496365075,1496523551,0.40064195
20816,45285,20,1496030823,1496223217,0.3738414
20816,39520,29,1494619393,1494787039,0.37265062
20816,28905,48,1494617853,1494787682,0.39507216
20816,38734,65,1496977324,1497130134,0.42975405
20816,28905,171,1495029379,1495199230,0.39507216
20816,24264,209,1494600278,1494812558,0.42902467
20816,28905,213,1494589709,1494807033,0.39507216
20816,3648,237,1494616191,1494768470,0.40061298
20816,33004,176,1496625573,1496740075,0.38141036
20816,42148,33,1498221527,1498445124,0.30749068
20816,43686,242,1494636558,1494778440,0.43110865
20816,11750,8,1494652629,1494781649,0.43060228
20816,45826,14,1494795683,1494987241,0.41555518
20816,45826,65,1495764217,1495901511,0.41555518
20816,28905,20,1498304177,1498415131,0.39507216
20816,56993,238,1494607744,1494822755,0.43362874
20816,49214,74,1495330886,1495469502,0.39133826
20816,65881,33,1498487814,1498666424,0.40651897
20816,69788,85,1494655980,1494766652,0.41303992
20842,64595,8,1494657489,1494795524,0.545508
21066,28905,64,1494590988,1494812867,0.45766488
21145,45285,8,1494595467,1494833065,0.43529359
21233,45285,237,1497951146,1498201363,0.44161308
21329,23185,17,1494656472,1494753670,0.48124507
21329,25365,17,1498898596,1499021233,0.45632946
21329,55504,8,1494712905,1494874451,0.35097146
21401,28905,237,1497474444,1497611482,0.45971248
21483,64044,74,1494604806,1494770112,0.51130605
21713,28905,74,1494594385,1494778028,0.46131915
21713,55938,8,1494647582,1494777611,0.49380592
21903,28905,31,1494610079,1494786563,0.44727936
21964,64560,151,1496923926,1497054004,0.46654382
22181,48607,33,1497185131,1497348813,0.6224537
22269,69203,151,1494660731,1494830883,0.39503345
22417,45505,197,1494620533,1494759457,0.46971014
22503,28905,20,1494649302,1494794178,0.46007404
22503,9048,151,1498076990,1498244112,0.4881091
22575,45342,65,1494649136,1494759612,0.45908904
22575,2032,74,1494656256,1494835203,0.4817068
22575,3784,65,1494608488,1494799772,0.469664
22575,3784,74,1497527175,1497722870,0.469664
22575,8321,167,1494608943,1494764531,0.44871196
22575,45915,147,1494617724,1494791585,0.4278564
22575,28905,33,1494660304,1494792702,0.44432136
22575,59950,147,1498535776,1498754344,0.48012877
22647,13465,209,1494664674,1494811785,0.5013737
22647,28905,242,1495377925,1495488296,0.47036737
22647,28905,242,1494606460,1494838114,0.47036737
22647,66869,209,1494596724,1494769113,0.50088865
22647,44583,242,1496839167,1496988937,0.4978199
22712,39520,159,1494630736,1494758634,0.43781373
22712,45285,159,1498137805,1498285639,0.43906692
22737,19362,237,1494605219,1494800956,0.47302198
22737,28905,65,1495069332,1495311411,0.4421464
22737,11334,69,1494657373,1494771988,0.4776002
22737,28905,167,1494603554,1494769556,0.4421464
22737,60642,85,1494604054,1494808162,0.44366187
22762,28905,8,1496863734,1497064495,0.467594
22925,28905,74,1496860052,1497082577,0.4577199
23157,28905,176,1496927776,1497132673,0.4571596
23157,49022,198,1497623316,1497737561,0.4746566
23185,106,74,1494650554,1494793700,0.4564651
23185,3005,35,1494609814,1494826834,0.47001818
23185,3524,237,1494632241,1494791412,0.48236406
23185,5061,71,1494650828,1494835337,0.49032182
23185,7465,237,1494616084,1494828734,0.4646568
23185,52874,69,1498263126,1498482379,0.47940573
23185,9571,65,1494639050,1494789309,0.42704225
23185,12713,20,1494658740,1494773684,0.47122246
23185,12713,85,1494595736,1494759405,0.47122246
23185,12860,198,1494586983,1494772538,0.47282234
23185,16660,33,1497210767,1497386498,0.46338567
23185,11587,78,1497180721,1497369840,0.4325813
23185,21329,20,1497154228,1497346212,0.47065055
23185,31855,151,1494611006,1494814261,0.46921244
23185,49433,178,1494598914,1494817150,0.46655917
23185,66307,8,1494661230,1494790320,0.46429956
23185,1280,20,1494619707,1494820077,0.41497564
23185,28905,33,1495920985,1496057880,0.43615735
23185,28905,69,1494662634,1494815352,0.43615735
23185,2880,111,1497646069,1497817588,0.46513277
23185,61907,151,1494633562,1494806187,0.42019212
23185,28905,209,1496325326,1496508089,0.43615735
23185,28905,238,1496778938,1496986170,0.43615735
23185,30931,74,1494601896,1494764313,0.43888777
23185,22079,158,1497049114,1497200405,0.46445823
23185,12985,234,1497653795,1497881473,0.46082655
23185,59799,74,1494612024,1494812571,0.47822195
23185,1948,20,1495425126,1495569636,0.42363396
23185,41707,238,1494605661,1494822040,0.46783328
23185,45285,137,1495888976,1496063953,0.41423056
23185,49214,8,1495653122,1495896800,0.43231264
23185,22737,33,1496780675,1496942591,0.46256408
23185,49214,115,1496941970,1497147561,0.43231264
23185,52977,137,1494584026,1494820963,0.47427103
23185,55504,33,1494638647,1494771390,0.3270994
23185,58816,71,1494652076,1494786095,0.45958155
23185,28905,74,1496304324,1496414989,0.43615735
23185,57714,85,1495327765,1495450073,0.45655
23185,61907,101,1494632523,1494780874,0.42019212
23185,62299,85,1494662965,1494753513,0.46116912
23185,63492,243,1495775540,1495952214,0.44069973
23185,63583,176,1494663961,1494815106,0.4690323
23185,65765,139,1494586148,1494791467,0.45751366
23185,52262,29,1495917778,1496076034,0.4735175
23185,28905,85,1494610188,1494778077,0.43615735
23185,66985,33,1496543552,1496747666,0.443723
23185,69362,8,1497819767,1497981960,0.47283286
23185,69429,64,1494628876,1494838547,0.4622416
23283,28905,29,1497093989,1497279780,0.4656816
23283,28905,8,1494656334,1494822011,0.4656816
23466,52584,20,1494658146,1494794066,0.5059382
23567,24861,14,1494934546,1495098431,0.46784016
24122,6486,149,1494589256,1494823692,0.50630623
24201,51433,69,1494645355,1494833641,0.459091
24252,2245,11,1494594190,1494807825,0.48553276
24252,106,178,1494832578,1494996132,0.4682027
24252,24264,198,1494654069,1494774759,0.48267123
24252,61259,198,1497533057,1497744367,0.48197055
24264,45285,90,1496177964,1496369181,0.4418033
24426,28905,59,1494652164,1494786018,0.46476033
24586,15239,74,1497000340,1497230268,0.46914053
24586,48775,108,1495484700,1495675436,0.46322396
24586,28905,111,1494614861,1494792923,0.4228598
24586,28905,209,1494664294,1494796422,0.4228598
24586,38535,29,1494613508,1494755381,0.4564661
24586,16642,108,1494614494,1494756074,0.4601092
24586,45285,198,1496033679,1496205531,0.4011259
24586,45915,198,1494631321,1494761741,0.40660822
24623,50759,198,1494603751,1494769629,0.5078227
24782,3784,20,1494647315,1494761704,0.4854015
24816,44712,78,1498027635,1498128966,0.30043977
24861,3633,69,1494615269,1494788529,0.3863227
24861,18980,66,1494590979,1494802186,0.44831544
24861,38568,69,1497146127,1497314957,0.23588637
24861,44667,198,1494580962,1494825770,0.41927117
24861,3633,74,1497069922,1497220233,0.3863227
24861,56711,176,1494607721,1494826143,0.43579367
24861,62013,69,1494607272,1494790160,0.44979122
24940,61807,8,1494660940,1494758980,0.48982283
24940,41378,151,1494607541,1494800085,0.5006386
24940,29828,242,1494595942,1494764925,0.48335573
25104,28905,96,1494657621,1494811478,0.47138017
25201,28567,242,1494642691,1494819977,0.4980637
25205,3735,234,1498750307,1498972147,0.45301962
25205,28905,20,1494647070,1494777915,0.44795454
25205,28905,29,1494616645,1494769027,0.44795454
25205,20686,159,1496543651,1496781774,0.46754354
25205,28905,198,1494633525,1494783461,0.44795454
25205,37101,29,1494602266,1494834264,0.48544726
25353,9405,85,1494651846,1494815832,0.5064793
25353,69810,69,1494643682,1494825200,0.5008309
25365,7088,99,1494636248,1494811637,0.4155429
25365,7088,142,1494639802,1494814390,0.4155429
25365,42150,99,1494593684,1494779924,0.4473279
25420,5202,178,1494584637,1494778724,0.501824
25472,45915,20,1494641541,1494758101,0.45228365
25624,11587,116,1496194701,1496308033,0.34683108
25624,28905,20,1494605351,1494805434,0.35013568
25624,28905,74,1494614511,1494776021,0.35013568
25624,28905,209,1498318090,1498453195,0.35013568
25624,24252,17,1496242807,1496402203,0.38173324
25624,60642,71,1494613596,1494833620,0.35153452
25624,20433,78,1497990067,1498185880,0.37336633
25624,62299,71,1496966116,1497135912,0.373482
25690,19,99,1494658307,1494755864,0.5066625
25925,42800,237,1494647053,1494835743,0.5055035
25970,5081,120,1494594047,1494790135,0.21637689
25970,9346,243,1496218841,1496387618,0.28791898
25970,45285,74,1495762184,1495955504,0.3385245
25970,60747,243,1497401756,1497601906,0.3850258
25970,44712,74,1496989718,1497110194,0.38010707
25970,28905,178,1494605095,1494796351,0.3588992
26046,17455,176,1494612661,1494766283,0.50956184
26046,28905,20,1496864938,1496994088,0.4710444
26046,45285,20,1494581023,1494760236,0.44875962
26117,59967,35,1497264847,1497445902,0.49570608
26275,28905,167,1497309070,1497450258,0.46477887
26403,8540,209,1494659527,1494774668,0.4776139
26464,28905,149,1498333636,1498524639,0.37809414
26464,25970,171,1494581778,1494812242,0.30565152
26464,28905,216,1494663844,1494799480,0.37809414
26464,28905,243,1495566628,1495811841,0.37809414
26464,35393,69,1494652221,1494824167,0.42067036
26464,45285,8,1495101382,1495267811,0.35723695
26464,45285,65,1496872653,1497037571,0.35723695
26464,45285,151,1498293299,1498477289,0.35723695
26464,55938,8,1494653855,1494804384,0.40917188
